"trajectory","subtrajectory","peakcomposition"
"1:1 2:2 3:1 3:2 4:1","A1B1/A1A2B1B2/A1B1B2B3/A1A2B1B2B3/A1B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2B3/A1A2B2B3/A1A2A3B3/A2A3A4A5B3B4/A2A3A4A5B3","0.2 0.4 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2A4B1B2/A2A4B1B2/A2A3A4B2/A2A3A4A5B2B3/A2A3A4A5B3","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2A3B1B2/A2A3B1B2/A2A3A4B2/A2A3A4A5B2B3/A2A3A4A5B3","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B3B4/A1A2B1B4/A1A2A3B4/A2A3A4A5B4B5/A2A3A4A5B5","0.2 0.4 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2A4B1B2/A1A4B1B2/A1A2A4B1/A1A2A4A5B1B2/A1A2A4A5B1","0.2 0.4 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2B3/A1A2B1B2/A1A2A3B2/A1A2A3A4B2B3/A1A2A3A4B3","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B3B4/A1A2B1B3/A2B1B3B4/A2A3B1B2B4B5/A2B1B2B4B5","0.2 0.4 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B3B4/A1A2B3B4/A1A2A3B4/A1A2A3A4B4B5/A1A2A3A4B5","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A2A3A4B1B2/A2A4B1B2/A2A3A4B2/A2A3A4A5B2B3/A2A3A4A5B2","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2A3B1B2/A1A3B1B2/A3B1B2B3/A3A4B2B3B4B5/A4B2B3B4B5","0.2 0.4 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A2A3A4B1B2/A2A3B1B2/A3B1B2B3/A3A4B1B2B3B4/A3B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2A4B1B2/A1A4B1B2/A1B1B2B3/A1A2B1B2B3B4/A2B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2B3/A1A2B1B2/A1A2A3B1/A1A2A3A4B1B2/A1A2A3A4B1","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A2A3A4B1B2/A2A3B1B2/A2B1B2B3/A2A3B1B2B3B4/A2B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B3B4/A1A2B1B4/A1B1B4B5/A1A2B4B5B6B7/A2B4B5B6B7","0.2 0.4 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2A4B1B2/A2A4B1B2/A2B1B2B3/A2A3B2B3B4B5/A2B2B3B4B5","0.2 0.4 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A2A3A4B1B2/A2A3B1B2/A2B1B2B3/A2A3B2B3B4B5/A3B2B3B4B5","0.2 0.4 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2A4B1B2/A1A2B1B2/A2B1B2B3/A2A3B1B2B3B4/A3B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A3A4B1B2/A3A4B1B2/A3B1B2B3/A3A4B1B2B3B4/A3B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2B4/A1A2B2B4/A1B2B3B4/A1A2B2B3B4B5/A2B2B3B4B5","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2A3B1B2/A2A3B1B2/A2A3A4B1/A3A4A5A6B1B2/A3A4A5A6B1","0.2 0.4 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A3A4B1B2/A1A3B1B2/A1A2A3B2/A2A3A4A5B2B3/A2A3A4A5B3","0.2 0.4 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A3A4B1B2/A1A4B1B2/A1A4A5B2/A1A4A5A6B2B3/A1A4A5A6B2","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A3A4B1B2/A1A4B1B2/A1A2A4B1/A1A2A4A5B1B2/A1A2A4A5B2","0.2 0.4 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2A3B1B2/A1A2B1B2/A1B1B2B3/A1A2B2B3B4B5/A1B2B3B4B5","0.2 0.4 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2A4B1B2/A1A4B1B2/A1A2A4B2/A1A2A4A5B2B3/A1A2A4A5B2","0.2 0.4 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2A3B1B2/A1A3B1B2/A1A2A3B1/A1A2A3A4B1B2/A1A2A3A4B2","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B3B4/A1A2B1B3/A1A2A3B3/A1A2A3A4B3B4/A1A2A3A4B3","0.2 0.4 0.6 0.8"
"1:1 2:1 3:2 2:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2B3/A1A2B2B3/A1A2A3B2/A2A3A4A5B2B3/A2A3A4A5B3","0.2 0.4 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1A2B1/A1A2A3B1/A1A3B1B2/A1A3B1B2B3/A1A3B1B2B3B4/A1B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B1B2/A1A2B1B2B3/A1A2B1B2B3B4/A2B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1A2B1/A1A2A3B1/A1A3B1B2/A1A2A3B1B2/A1A2A3A4B1B2/A1A2A3A4B1","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B1B3/A1A2A3B1B3/A1A2A3A4B1B3/A1A2A3A4B1","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1A2B1/A1A2A3B1/A1A2B1B2/A1A2A3B1B2/A1A2A3A4B1B2/A1A2A3A4B1","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1A2B1/A1A2A3B1/A1A2B1B2/A1A2A3B1B2/A1A2A3A4B1B2/A1A2A3A4B2","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1A2B1/A1A2A3B1/A1A2B1B2/A1A2B1B2B3/A1A2B1B2B3B4/A2B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1A2B1/A1A2A3B1/A2A3B1B2/A2A3A4B1B2/A2A3A4A5B1B2/A2A3A4A5B2","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B2B3/A1A2A3B2B3/A1A2A3A4B2B3/A1A2A3A4B3","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B1B2/A1A2A3B1B2/A1A2A3A4B1B2/A1A2A3A4B1","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B1B2/A1A2A3B1B2/A1A2A3A4B1B2/A1A2A3A4B2","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B2B3/A1A2B2B3B4/A1A2B2B3B4B5/A2B2B3B4B5","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B1B3/A1A2B1B2B3/A1A2B1B2B3B4/A1B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1A2B1/A1A2A3B1/A1A3B1B2/A1A3A4B1B2/A1A2A3A4B1B2/A1A2A3A4B1","0.2 0.4 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1A2B1/A1A2A3B1/A1A3B1B2/A1A3B1B2B3/A1A3B1B2B3B4/A3B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1A2B1/A1A2A3B1/A2A3B1B2/A2A3B1B2B3/A2A3B1B2B3B4/A3B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B1B3/A1A2B1B2B3/A1A2B1B2B3B4/A2B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B1B2/A1A2B1B2B3/A1A2B1B2B3B4/A1B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1A2B1/A1A2A3B1/A1A2B1B2/A1A2B1B2B3/A1A2B1B2B3B4/A1B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B2B3/A1A2B2B3B4/A1A2B2B3B4B5/A1B2B3B4B5","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 4:2 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2B1B2B3/A1A2B1B2B3B4/A2B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 4:2 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2A3B1B2/A1A2A3A4B1B2/A1A2A3A4B1","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2A3B1B2/A1A2A3A4B1B2/A1A2A3A4B2","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 4:2 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2B1B2B3/A1A2B1B2B3B4/A1B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2A3B1B2/A1A2A3A4B1B2/A1A2A3A4B1","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2B1B2B3/A1A2B1B2B3B4/A2B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2B1B2B3/A1A2B1B2B3B4/A1B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A2B1B2/A2A3B2B3B4/A2A3B2B3B4B5/A2B2B3B4B5","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1B1B2/A1A2B1B2B4/A1A2B1B2B4B5/A1B1B2B4B5","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A2B1B2/A2A3B1B3B4/A2A3B1B2B3B4/A3B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A2B1B2/A2A3B1B3B4/A2A3B1B3B4B5/A3B1B3B4B5","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1A2B1/A1A2A3B1B2/A1A2A3A4B1B2/A1A2A3A4B1","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1A2B2/A2A3A4B2B3/A2A3A4A5B2B3/A2A3A4A5B2","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1A2B1/A1A3A4B1B2/A1A3A4A5B1B2/A1A3A4A5B1","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1B1B2/A1A2B1B3B4/A1A2B1B3B4B5/A2B1B3B4B5","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1B1B2/A1A2B1B2B3/A1A2B1B2B3B4/A1B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1A2B2/A1A2A3B2B3/A1A2A3A4B2B3/A1A2A3A4B3","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1B1B2/A1A2B1B2B4/A1A2B1B2B3B4/A2B1B2B3B4","0.2 0.4 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1A2B1/A1A3A4B1B2/A1A3A4A5B1B2/A1A3A4A5B2","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1B1B2/A1A2B1B3B4/A1A2B1B2B3B4/A1B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1A2B2/A1A2A4B2B3/A1A2A3A4B2B3/A1A2A3A4B3","0.2 0.4 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1A2B1/A1A2A4B1B2/A1A2A4A5B1B2/A1A2A4A5B1","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1A2B1/A1A2A4B1B2/A1A2A3A4B1B2/A1A2A3A4B2","0.2 0.4 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1B1B2/A1A2B1B2B3/A1A2B1B2B3B4/A2B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A2B1B2/A2A3B1B3B4/A2A3B1B3B4B5/A2B1B3B4B5","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1B1B2/A1A2B1B2B4/A1A2B1B2B4B5/A2B1B2B4B5","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1A2B1/A2A3A4B1B2/A2A3A4A5B1B2/A2A3A4A5B1","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1A2B2/A2A3A4B2B3/A2A3A4A5B2B3/A2A3A4A5B3","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A1B1B2/A1A2B1B3B4/A1A2B1B3B4B5/A1B1B3B4B5","0.2 0.4 0.6 0.8"
"1:1 2:2 2:1 3:2 4:2 4:1","A1B1/A1A2B1B2/A2B1B2/A2A3B1B2B3/A2A3B1B2B3B4/A2B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2A3B1B2/A1A2A3B2/A1A2A3A4B2B3/A1A2A3A4B3","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2B1B2B3/A1B1B2B3/A1A2B2B3B4B5/A2B2B3B4B5","0.2 0.4 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2A3B1B2/A1A2A3B2/A1A2A3A4B2B3/A1A2A3A4B2","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2A3B1B2/A1A2A3B1/A2A3A4A5B1B2/A2A3A4A5B2","0.2 0.4 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2A3B1B2/A1A2A3B2/A2A3A4A5B2B3/A2A3A4A5B2","0.2 0.4 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2B1B2B3/A2B1B2B3/A2A3B2B3B4B5/A2B2B3B4B5","0.2 0.4 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2A3B1B2/A1A2A3B1/A1A2A3A4B1B2/A1A2A3A4B2","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2B1B2B3/A2B1B2B3/A2A3B1B2B3B4/A3B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2B1B2B3/A2B1B2B3/A2A3B2B3B4B5/A3B2B3B4B5","0.2 0.4 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2B1B2B3/A2B1B2B3/A2A3B2B3B4B5/A3B2B3B4B5","0.2 0.4 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2A3B1B2/A1A2A3B1/A2A3A4A5B1B2/A2A3A4A5B1","0.2 0.4 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2B1B2B3/A2B1B2B3/A2A3B2B3B4B5/A2B2B3B4B5","0.2 0.4 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2A3B1B2/A1A2A3B1/A2A3A4A5B1B2/A2A3A4A5B2","0.2 0.4 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2B1B2B3/A1B1B2B3/A1A2B1B2B3B4/A2B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2A3B1B2/A1A2A3B2/A1A2A3A4B2B3/A1A2A3A4B3","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2B1B2B3/A1B1B2B3/A1A2B2B3B4B5/A1B2B3B4B5","0.2 0.4 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2B1B2B3/A2B1B2B3/A2A3B1B2B3B4/A2B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2A3B1B2/A1A2A3B2/A2A3A4A5B2B3/A2A3A4A5B3","0.2 0.4 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2A3B1B2/A1A2A3B2/A2A3A4A5B2B3/A2A3A4A5B2","0.2 0.4 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2B1B2B3/A1B1B2B3/A1A2B1B2B3B4/A1B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2B1B2B3/A1B1B2B3/A1A2B2B3B4B5/A1B2B3B4B5","0.2 0.4 0.8"
"1:1 2:1 2:2 3:2 3:1 4:2 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2A3B1B2/A1A2A3B1/A1A2A3A4B1B2/A1A2A3A4B1","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1A2B1/A1A2A3B1/A2A3B1B2/A2A3A4B1B2/A2A3A4A5B2","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B1B2/A1A2B1B2B3/A1B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1A2B1/A1A2A3B1/A1A2B1B2/A1A2B1B2B3/A1B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B1B2/A1A2B1B2B3/A2B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1A2B1/A1A2A3B1/A2A3B1B2/A2A3B1B2B3/A2B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1A2B1/A1A2A3B1/A2A3B1B2/A2A3A4B1B2/A2A3A4A5B1","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1A2B1/A1A2A3B1/A1A3B1B2/A1A3B1B2B3/A1B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B2B3/A1A2B2B3B4/A2B2B3B4B5","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B2B3/A1A2B2B3B4/A1B2B3B4B5","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B1B3/A1A2B1B3B4/A2B1B2B3B4","0.2 0.4 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1A2B1/A1A2A3B1/A1A2B1B2/A1A2A3B1B2/A1A2A3A4B1","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B1B3/A1A2B1B3B4/A2B1B3B4B5","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B2B3/A1A2A3B2B3/A1A2A3A4B2","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B1B2/A1A2A3B1B2/A1A2A3A4B2","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B1B3/A1A2A3B1B3/A1A2A3A4B1","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1B1B2/A1B1B2B3/A1A2B1B3/A1A2B1B3B4/A1B1B3B4B5","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1A2B1/A1A2A3B1/A1A2B1B2/A1A2B1B2B3/A2B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 3:1 2:2 3:2 4:1","A1B1/A1A2B1/A1A2A3B1/A1A3B1B2/A1A3B1B2B3/A3B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2B1B2B3/A2B1B2B3/A2B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2A3B1B2/A1A2A3B1/A1A2A3A4B1","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2A3B1B2/A1A2A3B2/A1A2A3A4B2","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2A3B1B2/A1A2A3B2/A1A2A3A4B2","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2A3B1B2/A1A2A3B1/A1A2A3A4B1","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:1","A1B1/A1A2B1/A1A2B1B2/A1A2B1B2B3/A1B1B2B3/A1B1B2B3B4","0.2 0.4 0.6 0.8"
"1:1 2:1 2:2 3:2 3:1 4:1","A1B1/A1B1B2/A1A2B1B2/A1A2B1B2B3/A2B1B2B3/A2B1B2B3B4","0.2 0.4 0.6 0.8"
